g_hash,initial_alias,initial_ensg,o_hash,ortholog_name,ortholog_ensg,description,component
103,TGFB2,ENSMUSG00000039239,103.1.1,TGFB2,ENSG00000092969,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768],T_cell_apoptotic_process
104,TNFRSF4,ENSMUSG00000029075,104.1.1,TNFRSF4,ENSG00000186827,TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918],T_cell_apoptotic_process
105,TNFRSF23,ENSMUSG00000037613,105.1.1,TNFRSF10B,ENSG00000120889,TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905],T_cell_apoptotic_process
105,TNFRSF23,ENSMUSG00000037613,105.1.2,TNFRSF10D,ENSG00000173530,TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907],T_cell_apoptotic_process
105,TNFRSF23,ENSMUSG00000037613,105.1.3,TNFRSF10C,ENSG00000173535,TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906],T_cell_apoptotic_process
106,TNFSF4,ENSMUSG00000026700,106.1.1,TNFSF4,ENSG00000117586,TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934],T_cell_apoptotic_process
107,TNFSF4,ENSMUSG00000026700,107.1.1,TNFSF4,ENSG00000117586,TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934],T_cell_apoptotic_process
108,TRP53,ENSMUSG00000059552,108.1.1,TP53,ENSG00000141510,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998],T_cell_apoptotic_process
109,TRP53,ENSMUSG00000059552,109.1.1,TP53,ENSG00000141510,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998],T_cell_apoptotic_process
110,TRP53,ENSMUSG00000059552,110.1.1,TP53,ENSG00000141510,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998],T_cell_apoptotic_process
111,TRP53,ENSMUSG00000059552,111.1.1,TP53,ENSG00000141510,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998],T_cell_apoptotic_process
112,TSC22D3,ENSMUSG00000031431,112.1.1,TSC22D3,ENSG00000157514,TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051],T_cell_apoptotic_process
113,TSC22D3,ENSMUSG00000031431,113.1.1,TSC22D3,ENSG00000157514,TSC22 domain family member 3 [Source:HGNC Symbol;Acc:HGNC:3051],T_cell_apoptotic_process
114,VHL,ENSMUSG00000033933,114.1.1,VHL,ENSG00000134086,von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687],T_cell_apoptotic_process
114,VHL,ENSMUSG00000033933,114.1.2,VHLL,ENSG00000189030,VHL like [Source:HGNC Symbol;Acc:HGNC:30666],T_cell_apoptotic_process
115,VHL,ENSMUSG00000033933,115.1.1,VHL,ENSG00000134086,von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687],T_cell_apoptotic_process
115,VHL,ENSMUSG00000033933,115.1.2,VHLL,ENSG00000189030,VHL like [Source:HGNC Symbol;Acc:HGNC:30666],T_cell_apoptotic_process
116,VHL,ENSMUSG00000033933,116.1.1,VHL,ENSG00000134086,von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687],T_cell_apoptotic_process
116,VHL,ENSMUSG00000033933,116.1.2,VHLL,ENSG00000189030,VHL like [Source:HGNC Symbol;Acc:HGNC:30666],T_cell_apoptotic_process
117,WNT5A,ENSMUSG00000021994,117.1.1,WNT5A,ENSG00000114251,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784],T_cell_apoptotic_process
118,WNT5A,ENSMUSG00000021994,118.1.1,WNT5A,ENSG00000114251,Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784],T_cell_apoptotic_process
119,ZC3H8,ENSMUSG00000027387,119.1.1,ZC3H8,ENSG00000144161,zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941],T_cell_apoptotic_process
